,Actual Price,Predicted Price,new_host_acceptance_rate,host_is_superhost,room_type,bedrooms,beds,number_of_reviews,availability_365,neighbourhood_cleansed,neighbourhood_group_cleansed,id
489,155,161,30,f,Entire home/apt,0,1,0,364,Outram,Central Region,42700800
490,99,71,0,f,Private room,1,1,0,362,Hougang,North-East Region,19258336
491,74,59,99,f,Private room,1,1,2,84,Kallang,Central Region,50333798
492,50,65,91,f,Private room,1,1,5,91,Geylang,Central Region,27140686
493,125,97,100,t,Private room,1,1,17,364,Rochor,Central Region,43408005
494,450,175,0,f,Shared room,1,1,0,365,Geylang,Central Region,12815967
495,215,344,31,f,Entire home/apt,3,3,0,364,Novena,Central Region,42992160
496,276,265,40,t,Entire home/apt,2,2,16,364,Queenstown,Central Region,16832754
497,250,310,0,f,Entire home/apt,2,2,0,178,Novena,Central Region,37740300
498,106,67,44,f,Private room,1,1,0,76,Kallang,Central Region,52970740
499,164,161,96,f,Hotel room,0,1,3,318,Singapore River,Central Region,23329869
500,205,92,90,f,Hotel room,1,2,16,61,Outram,Central Region,26176258
501,450,187,67,f,Entire home/apt,1,2,0,349,Bedok,East Region,53364586
502,30,111,0,f,Private room,1,1,0,0,Bedok,East Region,43344101
503,153,306,89,t,Entire home/apt,2,2,28,0,Clementi,West Region,19351097
504,47,50,38,f,Hotel room,1,2,24,0,Kallang,Central Region,10020690
505,253,126,13,f,Private room,3,3,0,365,Bedok,East Region,24001052
506,60,67,65,f,Private room,1,1,10,358,Kallang,Central Region,7875935
507,225,211,41,f,Entire home/apt,2,2,0,364,Jurong West,West Region,50493423
508,59,59,97,f,Private room,1,1,2,328,Kallang,Central Region,35508758
509,59,103,97,f,Private room,1,1,0,337,Outram,Central Region,40567661
510,30,107,0,f,Private room,1,4,0,0,Novena,Central Region,1562453
511,198,210,7,f,Entire home/apt,2,2,0,365,Kallang,Central Region,41483991
512,100,61,0,f,Private room,1,1,32,303,Jurong West,West Region,17736530
513,177,190,90,f,Entire home/apt,1,1,0,302,Novena,Central Region,53318261
